Altium Designer Pick and Place Locations
D:\PersonalProjects\Self-Mixing Diode\MCU\.\Output Files\Pick Place\Pick Place for MCU.csv

========================================================================================================================
File Design Information:

Date:       11-03-23
Time:       11:16
Revision:   fcf5dfc2d0f88ac933f3629d38b6cf57f62fde58
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C27","220nF","BottomLayer","C0201","46.4822","45.7689","0","0201 0.22 uF 25 V ±20% Tolerance X5R Surface Mount Multilayer Ceramic Capacitor"
"C26","100nF","BottomLayer","C0201","24.4679","38.7999","0","CAP CER 0.1UF 10V X5R 0201"
"C25","100nF","BottomLayer","C0201","24.4679","42.0045","180","CAP CER 0.1UF 10V X5R 0201"
"L1","4.7uH","TopLayer","IND_4.9x4.9x3.1mm","8.6751","35.5130","0","Inductor Power Shielded Wirewound 4.7uH 20% 100KHz Ferrite 2A 0.072Ohm DCR T/R"
"C17","22uF","TopLayer","c0603","13.2946","33.8380","180","0603 22 uF 10 V ±20% Tolerance X5R Multilayer Ceramic Chip Capacitor"
"M4","M2.0","TopLayer","MECH_M2.0_UNPLATED","5.0001","95.0000","0",""
"M3","M2.0","TopLayer","MECH_M2.0_UNPLATED","5.0001","5.0000","0",""
"M2","M2.0","TopLayer","MECH_M2.0_UNPLATED","95.0001","95.0000","0",""
"M1","M2.0","TopLayer","MECH_M2.0_UNPLATED","95.0001","5.0000","0",""
"TP17","1mm","TopLayer","TESTPOINT_SMT","34.6001","49.3380","90","SMT testpoint"
"TP16","1mm","TopLayer","TESTPOINT_SMT","61.6456","61.6630","90","SMT testpoint"
"TP15","1mm","TopLayer","TESTPOINT_SMT","65.8001","61.7130","90","SMT testpoint"
"TP14","1mm","TopLayer","TESTPOINT_SMT","48.6251","55.3130","90","SMT testpoint"
"TP13","1mm","TopLayer","TESTPOINT_SMT","12.5972","78.0158","90","SMT testpoint"
"R15","10k0","TopLayer","R0402","64.3751","60.6880","90","Res General Purpose Thick Film 0402 10K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"R14","10k0","TopLayer","R0402","63.1751","60.6880","90","Res General Purpose Thick Film 0402 10K Ohm 1% 1/16W ±100ppm/∞C Molded SMD Paper T/R"
"J7","JTAG CONNECT","TopLayer","TAG_CONNECT_10PIN","50.5667","61.0764","0","10 pin jtag tag connect"
"J2","HJ-2LC15SF026","TopLayer","SMA_TH_RA_BORE","89.9251","60.1005","90",""
"J8","RJ45-Magnetics","TopLayer","RJ45_ARJM11B1_LED","13.4421","66.3350","270","RJ45 Integrated T-Base 100 Magnetics"
"J6","USB4110-GF-A","TopLayer","CONN_USBC_12PIN_RA_SMD","3.9105","19.2750","270","Conn USB Type C RCP 16 POS 0.3mm/0.5mm Solder ST SMD 16 Terminal 1 Port T/R"
"J5","M22-6550442R","TopLayer","CONN_HDR_08_FEMALE_RA_2ROW","92.4759","34.3550","270","Conn Socket Strip RCP 8 POS 2mm Solder RA SMD T/R"
"J4","M22-6550442R","TopLayer","CONN_HDR_08_FEMALE_RA_2ROW","92.4759","22.6700","270","Conn Socket Strip RCP 8 POS 2mm Solder RA SMD T/R"
"J3","HJ-2LC15SF026","TopLayer","SMA_TH_RA_BORE","89.9251","49.8130","90",""
"J1","HJ-2LC15SF026","TopLayer","SMA_TH_RA_BORE","89.9251","70.3880","90",""
